DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO OF TRADES,SYMBOL
2022-12-28,EQ,3756.05,3825.0,3745.0,3769.65,3797.95,3797.7,3784.81,4190.0,1528.8,1377950,5215278229.5,58991,ADANIENT
2022-12-29,EQ,3790.0,3825.0,3748.1,3797.7,3815.35,3810.6,3790.66,4190.0,1528.8,1531692,5806124866.15,67660,ADANIENT
2022-12-30,EQ,3829.7,3898.0,3822.05,3810.6,3850.0,3858.35,3858.43,4190.0,1528.8,1528747,5898558262.2,59598,ADANIENT
2023-01-02,EQ,3870.0,3874.0,3822.55,3858.35,3843.0,3841.2,3847.82,4190.0,1528.8,923051,3551733873.75,42124,ADANIENT
2023-01-03,EQ,3841.9,3852.85,3791.0,3841.2,3828.1,3830.95,3830.96,4190.0,1528.8,799905,3064403987.15,38042,ADANIENT
2023-01-04,EQ,3839.0,3874.95,3803.6,3830.95,3822.0,3827.05,3833.86,4190.0,1528.8,1028377,3942649146.95,47586,ADANIENT
2023-01-05,EQ,3827.05,3842.4,3756.9,3827.05,3839.0,3829.8,3813.43,4190.0,1528.8,997006,3802009161.6,49242,ADANIENT
2023-01-06,EQ,3829.0,3868.25,3797.05,3829.8,3824.0,3824.25,3834.29,4190.0,1528.8,912159,3497485465.55,44367,ADANIENT
2023-01-09,EQ,3843.0,3880.0,3811.25,3824.25,3853.0,3855.3,3850.6,4190.0,1528.8,753981,2903281089.0,42423,ADANIENT
2023-01-10,EQ,3859.0,3862.05,3555.0,3855.3,3636.85,3646.9,3672.11,4190.0,1528.8,3595798,13204175227.25,161278,ADANIENT
2023-01-11,EQ,3660.0,3664.5,3560.1,3646.9,3635.0,3635.8,3616.79,4190.0,1528.8,2226506,8052797086.85,104118,ADANIENT
2023-01-12,EQ,3642.5,3679.0,3612.0,3635.8,3641.75,3647.2,3644.0,4190.0,1528.8,1199785,4372019613.45,61175,ADANIENT
2023-01-13,EQ,3651.2,3736.05,3642.2,3647.2,3720.0,3721.15,3693.45,4190.0,1528.8,1364712,5040492790.5,71398,ADANIENT
2023-01-16,EQ,3720.0,3739.95,3600.0,3721.15,3621.0,3619.8,3637.65,4190.0,1528.8,1863848,6780032266.0,81657,ADANIENT
2023-01-17,EQ,3620.0,3649.6,3560.2,3619.8,3640.0,3639.35,3615.39,4190.0,1528.8,1668381,6031849312.75,75220,ADANIENT
2023-01-18,EQ,3648.0,3648.0,3527.1,3639.35,3584.9,3596.7,3590.24,4190.0,1528.8,3652240,13112432423.5,123459,ADANIENT
2023-01-19,EQ,3470.0,3537.7,3426.7,3596.7,3458.0,3463.55,3468.31,4190.0,1528.8,3696319,12819988176.7,153420,ADANIENT
2023-01-20,EQ,3450.0,3477.35,3440.95,3463.55,3451.0,3456.15,3456.32,4190.0,1528.8,1510258,5219931466.9,55259,ADANIENT
2023-01-23,EQ,3443.05,3460.0,3412.55,3456.15,3439.5,3436.35,3435.17,4190.0,1528.8,974857,3348800915.95,45252,ADANIENT
2023-01-24,EQ,3447.45,3508.0,3430.0,3436.35,3441.0,3442.0,3458.77,4190.0,1528.8,1518123,5250832989.65,62403,ADANIENT
2023-01-25,EQ,3422.0,3428.0,3315.0,3442.0,3405.0,3388.95,3372.68,4190.0,1528.8,3686439,12433194761.25,114072,ADANIENT
2023-01-27,EQ,3335.0,3346.5,2712.0,3388.95,2768.5,2761.45,3010.35,4190.0,1528.8,14764368,44445979636.2,562994,ADANIENT
2023-01-30,EQ,2850.0,3037.55,2665.0,2761.45,2869.85,2892.85,2865.44,4190.0,1528.8,20947906,60024945536.25,907742,ADANIENT
2023-01-31,EQ,2980.0,3073.6,2906.0,2892.85,2948.0,2973.9,2984.79,4190.0,1528.8,11568020,34528064984.4,497618,ADANIENT
2023-02-01,EQ,2995.0,3010.75,1941.2,2973.9,2179.75,2135.35,2540.21,4190.0,1528.8,13525314,34357172149.05,566482,ADANIENT
2023-02-02,EQ,2348.85,2348.85,1494.75,2135.35,1565.3,1565.25,1827.68,4190.0,1494.75,34474080,63007692681.8,1563346,ADANIENT
2023-02-03,EQ,1490.0,1679.9,1017.45,1565.25,1531.0,1586.8,1354.92,4190.0,1017.45,43885579,59461532709.05,1704970,ADANIENT
2023-02-06,EQ,1575.0,1615.0,1435.2,1586.8,1554.3,1572.7,1539.88,4190.0,1017.45,19308603,29732853741.55,911312,ADANIENT
2023-02-07,EQ,1571.0,1962.7,1525.6,1572.7,1813.0,1802.95,1764.46,4190.0,1017.45,19188072,33856529198.55,809538,ADANIENT
2023-02-08,EQ,1869.85,2222.15,1840.85,1802.95,2220.0,2164.25,2023.24,4190.0,1017.45,19173006,38791512825.6,861666,ADANIENT
2023-02-09,EQ,2168.0,2168.0,1731.4,2164.25,1922.0,1925.7,1972.72,4190.0,1017.45,18279862,36061116390.95,829391,ADANIENT
2023-02-10,EQ,1769.0,1990.0,1733.15,1925.7,1853.0,1846.95,1891.35,4190.0,1017.45,11334878,21438181678.75,539738,ADANIENT
2023-02-13,EQ,1850.0,1921.7,1662.25,1846.95,1706.0,1717.65,1753.0,4190.0,1017.45,12210940,21405744070.1,617527,ADANIENT
2023-02-14,EQ,1735.0,1889.0,1611.35,1717.65,1750.0,1749.7,1736.55,4190.0,1017.45,14579030,25317265469.45,687240,ADANIENT
2023-02-15,EQ,1780.0,1824.4,1750.0,1749.7,1772.0,1779.1,1788.18,4190.0,1017.45,7636578,13655586649.5,385669,ADANIENT
2023-02-16,EQ,1820.0,1874.95,1790.0,1779.1,1796.85,1796.6,1818.58,4190.0,1017.45,5578515,10145002776.5,298112,ADANIENT
2023-02-17,EQ,1800.0,1815.85,1703.2,1796.6,1719.0,1722.7,1747.8,4190.0,1017.45,5392513,9425015185.7,282372,ADANIENT
2023-02-20,EQ,1650.0,1685.0,1560.5,1722.7,1613.0,1621.45,1623.91,4190.0,1017.45,6762330,10981416978.4,334008,ADANIENT
2023-02-21,EQ,1626.0,1644.45,1561.3,1621.45,1563.9,1571.1,1598.62,4190.0,1017.45,5571915,8907400136.15,281877,ADANIENT
2023-02-22,EQ,1535.0,1560.0,1381.2,1571.1,1397.5,1404.85,1439.33,4190.0,1017.45,10606476,15266186108.8,509088,ADANIENT
2023-02-23,EQ,1380.0,1438.0,1350.0,1404.85,1388.85,1382.65,1394.0,4190.0,1017.45,8907540,12417096828.45,427592,ADANIENT
2023-02-24,EQ,1410.0,1427.0,1261.6,1382.65,1312.0,1315.65,1321.15,4190.0,1017.45,8736727,11542501086.15,422968,ADANIENT
2023-02-27,EQ,1300.0,1313.8,1131.05,1315.65,1187.55,1193.5,1222.37,4190.0,1017.45,10271008,12554940831.15,487401,ADANIENT
2023-02-28,EQ,1145.0,1398.0,1103.75,1193.5,1371.35,1363.85,1307.03,4190.0,1017.45,33948366,44371629472.6,1047492,ADANIENT
2023-03-01,EQ,1424.0,1580.0,1411.0,1363.85,1579.0,1564.3,1511.37,4190.0,1017.45,20114340,30400282052.45,758963,ADANIENT
2023-03-02,EQ,1499.9,1646.0,1407.9,1564.3,1588.0,1607.25,1564.51,4190.0,1017.45,26970925,42196200068.15,924791,ADANIENT
2023-03-03,EQ,1688.85,1905.95,1685.5,1607.25,1874.0,1879.5,1806.68,4190.0,1017.45,22888891,41352917851.6,822488,ADANIENT
2023-03-06,EQ,1966.7,2135.0,1855.0,1879.5,1982.0,1982.9,2021.04,4190.0,1017.45,27180456,54932839562.45,1230939,ADANIENT
2023-03-08,EQ,2040.0,2088.0,1941.0,1982.9,2039.0,2039.65,2029.34,4190.0,1017.45,13568243,27534592803.85,625491,ADANIENT
2023-03-09,EQ,2049.8,2068.85,1905.35,2039.65,1941.4,1953.15,1970.16,4190.0,1017.45,12627794,24878712558.4,629218,ADANIENT
2023-03-10,EQ,1870.0,1940.0,1820.6,1953.15,1894.2,1896.2,1889.62,4190.0,1017.45,9419942,17800126062.5,465434,ADANIENT
2023-03-13,EQ,1917.0,1985.0,1857.4,1896.2,1859.0,1874.4,1922.43,4190.0,1017.45,7572604,14557763249.8,373128,ADANIENT
2023-03-14,EQ,1874.0,1874.85,1651.35,1874.4,1730.0,1738.2,1742.93,4190.0,1017.45,12679663,22099819684.25,551558,ADANIENT
2023-03-15,EQ,1760.9,1891.45,1728.1,1738.2,1838.0,1839.0,1809.83,4190.0,1017.45,12296703,22254903981.5,573832,ADANIENT
2023-03-16,EQ,1861.0,1875.0,1795.0,1839.0,1840.0,1843.8,1838.73,4190.0,1017.45,6509495,11969202063.8,311541,ADANIENT
2023-03-17,EQ,1901.0,1918.85,1845.0,1843.8,1874.0,1876.55,1870.8,4190.0,1017.45,5969594,11167944229.35,263971,ADANIENT
2023-03-20,EQ,1837.0,1849.95,1777.4,1876.55,1812.0,1804.95,1805.76,4190.0,1017.45,5168139,9332429725.15,227261,ADANIENT
2023-03-21,EQ,1836.95,1861.0,1804.95,1804.95,1821.5,1824.25,1829.3,4190.0,1017.45,4094018,7489199702.8,158108,ADANIENT
2023-03-22,EQ,1834.0,1850.0,1806.15,1824.25,1809.35,1815.4,1825.77,4190.0,1017.45,3248124,5930335770.35,130781,ADANIENT
2023-03-23,EQ,1794.0,1834.0,1780.0,1815.4,1800.0,1794.0,1806.17,4190.0,1017.45,4108804,7421203031.0,169920,ADANIENT
2023-03-24,EQ,1796.0,1823.0,1695.25,1794.0,1745.95,1740.65,1756.97,4190.0,1017.45,6187968,10872050512.05,274938,ADANIENT
2023-03-27,EQ,1740.65,1757.4,1682.0,1740.65,1721.35,1723.05,1723.26,4190.0,1017.45,5053055,8707723637.95,225632,ADANIENT
2023-03-28,EQ,1727.95,1733.0,1573.0,1723.05,1602.95,1600.85,1631.04,4190.0,1017.45,8144878,13284634677.8,355424,ADANIENT
2023-03-29,EQ,1602.95,1756.0,1591.1,1600.85,1749.5,1740.4,1692.55,4190.0,1017.45,9332702,15796063065.4,372047,ADANIENT
2023-03-31,EQ,1788.0,1825.0,1740.0,1740.4,1742.1,1750.45,1773.0,4190.0,1017.45,4893249,8675737329.15,217475,ADANIENT
2023-04-03,EQ,1750.45,1754.95,1695.5,1750.45,1718.0,1717.45,1717.59,4190.0,1017.45,3445796,5918469863.8,142156,ADANIENT
2023-04-05,EQ,1717.45,1737.95,1671.55,1717.45,1701.5,1698.0,1700.22,4190.0,1017.45,3690559,6274770522.45,153045,ADANIENT
2023-04-06,EQ,1705.0,1793.65,1688.15,1698.0,1752.6,1754.05,1750.41,4190.0,1017.45,6012473,10524302365.35,241838,ADANIENT
2023-04-10,EQ,1774.0,1812.7,1760.6,1754.05,1797.0,1797.25,1792.77,4190.0,1017.45,4197975,7526019234.05,175216,ADANIENT
2023-04-11,EQ,1810.0,1829.0,1792.85,1797.25,1800.0,1803.15,1809.04,4190.0,1017.45,2883672,5216680033.9,105302,ADANIENT
2023-04-12,EQ,1814.0,1858.75,1797.05,1803.15,1848.0,1847.25,1840.31,4190.0,1017.45,4809035,8850122661.8,162125,ADANIENT
2023-04-13,EQ,1855.0,1885.0,1826.05,1847.25,1869.5,1870.75,1858.75,4190.0,1017.45,3402280,6323988503.3,126886,ADANIENT
2023-04-17,EQ,1870.75,1904.9,1847.0,1870.75,1878.45,1878.75,1877.52,4190.0,1017.45,2983032,5600695388.35,121123,ADANIENT
2023-04-18,EQ,1892.0,1902.75,1830.0,1878.75,1844.9,1850.95,1864.1,4190.0,1017.45,2542401,4739293431.6,103734,ADANIENT
2023-04-19,EQ,1847.0,1877.7,1835.0,1850.95,1851.0,1853.85,1857.49,4190.0,1017.45,2455884,4561782022.4,95034,ADANIENT
2023-04-20,EQ,1855.0,1878.9,1836.85,1853.85,1846.0,1842.9,1853.8,4190.0,1017.45,2016823,3738787276.0,75110,ADANIENT
2023-04-21,EQ,1846.0,1853.25,1796.05,1842.9,1802.0,1803.0,1816.0,4190.0,1017.45,2090833,3796946442.95,87940,ADANIENT
2023-04-24,EQ,1804.0,1817.4,1775.8,1803.0,1802.0,1801.95,1799.23,4190.0,1017.45,1963582,3532926108.55,83370,ADANIENT
2023-04-25,EQ,1806.0,1913.75,1801.8,1801.95,1847.65,1844.6,1865.2,4190.0,1017.45,5364841,10006496438.8,201111,ADANIENT
2023-04-26,EQ,1854.0,1874.0,1826.4,1844.6,1846.05,1847.9,1854.78,4190.0,1017.45,2422711,4493590961.1,96443,ADANIENT
2023-04-27,EQ,1848.0,1864.95,1832.55,1847.9,1854.0,1853.05,1849.97,4190.0,1017.45,1782360,3297304285.5,71276,ADANIENT
2023-04-28,EQ,1868.05,1944.0,1857.15,1853.05,1922.0,1924.95,1912.3,4190.0,1017.45,6159130,11778131664.3,226409,ADANIENT
2023-05-02,EQ,1935.0,1966.0,1908.0,1924.95,1919.0,1919.85,1932.34,4190.0,1017.45,3813963,7369855740.3,143521,ADANIENT
2023-05-03,EQ,1919.0,1940.0,1785.35,1919.85,1834.0,1839.0,1856.55,4190.0,1017.45,5849432,10859776808.7,228734,ADANIENT
2023-05-04,EQ,1839.05,1935.0,1839.05,1839.0,1925.0,1911.25,1886.78,4190.0,1017.45,4842127,9136040023.05,168632,ADANIENT
2023-05-05,EQ,1954.8,1955.0,1903.15,1911.25,1919.2,1920.3,1930.87,4190.0,1017.45,6137744,11851215203.3,207327,ADANIENT
2023-05-08,EQ,1920.3,1926.9,1876.0,1920.3,1892.0,1887.5,1893.79,4190.0,1017.45,2835197,5369263788.0,101164,ADANIENT
2023-05-09,EQ,1900.0,1930.0,1889.1,1887.5,1895.4,1896.1,1910.03,4190.0,1017.45,2700563,5158155691.85,88427,ADANIENT
2023-05-10,EQ,1899.0,1914.9,1883.95,1896.1,1891.0,1892.15,1900.91,4190.0,1017.45,1970906,3746524065.5,71745,ADANIENT
2023-05-11,EQ,1925.0,2013.75,1910.0,1892.15,1988.0,1984.65,1973.81,4190.0,1017.45,8835941,17440495295.55,291184,ADANIENT
2023-05-12,EQ,2009.0,2010.0,1946.55,1984.65,1965.0,1964.7,1972.68,4190.0,1017.45,3816201,7528132764.95,124303,ADANIENT
2023-05-15,EQ,1959.9,1964.7,1880.0,1964.7,1910.0,1916.05,1910.98,4190.0,1017.45,4836782,9242986976.85,166552,ADANIENT
2023-05-16,EQ,1927.0,1935.0,1881.0,1916.05,1898.0,1889.15,1907.38,4190.0,1017.45,3058799,5834282250.6,93909,ADANIENT
2023-05-17,EQ,1900.0,1919.95,1857.75,1889.15,1897.05,1899.5,1889.86,4190.0,1017.45,3632797,6865480354.6,121068,ADANIENT
2023-05-18,EQ,1910.05,1924.0,1877.2,1899.5,1883.0,1890.0,1900.73,4190.0,1017.45,2437396,4632836955.0,73391,ADANIENT
2023-05-19,EQ,1888.0,1983.0,1872.1,1890.0,1955.0,1956.05,1933.65,4190.0,1017.45,7541150,14581971986.6,249199,ADANIENT
2023-05-22,EQ,2010.0,2347.0,1983.4,1956.05,2338.55,2326.1,2212.95,4190.0,1017.45,26311368,58225795208.9,779253,ADANIENT
2023-05-23,EQ,2410.9,2759.45,2400.0,2326.1,2639.95,2633.7,2636.02,4190.0,1017.45,28432888,74949700740.8,873248,ADANIENT
2023-05-24,EQ,2709.0,2750.0,2425.35,2633.7,2475.0,2475.6,2554.26,4190.0,1017.45,23465761,59937752898.1,834165,ADANIENT
2023-05-25,EQ,2440.0,2558.8,2386.65,2475.6,2548.0,2537.45,2470.91,4190.0,1017.45,8434009,20839672856.8,345309,ADANIENT
2023-05-26,EQ,2565.0,2599.95,2535.15,2537.45,2540.0,2544.35,2559.29,4190.0,1017.45,3963515,10143788505.15,170861,ADANIENT
2023-05-29,EQ,2570.0,2583.5,2523.0,2544.35,2533.0,2534.05,2549.41,4190.0,1017.45,2779432,7085912286.85,113984,ADANIENT
2023-05-30,EQ,2529.3,2554.15,2475.15,2534.05,2497.0,2496.45,2522.15,4190.0,1017.45,1736953,4380850868.55,80071,ADANIENT
2023-05-31,EQ,2482.0,2573.0,2428.0,2496.45,2494.0,2493.35,2506.49,4190.0,1017.45,4268439,10698799708.45,181970,ADANIENT
2023-06-01,EQ,2499.9,2560.0,2485.3,2493.35,2496.0,2492.15,2507.49,4190.0,1017.45,1704946,4275137755.2,72211,ADANIENT
2023-06-02,EQ,2535.0,2538.9,2425.0,2492.15,2440.0,2445.05,2459.27,4190.0,1017.45,5543791,13633668219.65,141696,ADANIENT
2023-06-05,EQ,2463.2,2514.0,2428.0,2445.05,2440.0,2433.95,2465.5,4190.0,1017.45,2956768,7289898971.7,124934,ADANIENT
2023-06-06,EQ,2475.0,2506.95,2425.9,2433.95,2430.05,2433.65,2446.03,4190.0,1017.45,6473608,15834607233.95,142108,ADANIENT
2023-06-07,EQ,2453.0,2466.95,2435.0,2433.65,2440.5,2439.55,2449.14,4190.0,1017.45,2522516,6178005370.6,85030,ADANIENT
2023-06-08,EQ,2450.0,2475.9,2369.05,2439.55,2436.2,2429.15,2432.48,4190.0,1017.45,3781621,9198736069.95,143560,ADANIENT
2023-06-09,EQ,2447.95,2458.9,2428.0,2429.15,2454.0,2451.15,2446.22,4190.0,1017.45,1948506,4766477363.0,70948,ADANIENT
2023-06-12,EQ,2460.0,2505.0,2432.6,2451.15,2492.4,2484.8,2475.91,4190.0,1017.45,2804898,6944666332.2,109217,ADANIENT
2023-06-13,EQ,2499.0,2505.0,2442.2,2484.8,2464.05,2462.55,2477.69,4190.0,1017.45,2210990,5478147126.6,84140,ADANIENT
2023-06-14,EQ,2469.9,2484.8,2452.35,2462.55,2457.0,2457.15,2466.03,4190.0,1017.45,1364403,3364663380.2,52469,ADANIENT
2023-06-15,EQ,2469.0,2527.0,2462.9,2457.15,2488.0,2485.65,2497.56,4190.0,1017.45,3744029,9350929369.8,128109,ADANIENT
2023-06-16,EQ,2499.2,2526.9,2487.4,2485.65,2504.9,2509.6,2509.05,4190.0,1017.45,7999982,20072330922.65,119702,ADANIENT
2023-06-19,EQ,2504.0,2521.6,2350.0,2509.6,2411.45,2401.4,2414.19,4190.0,1017.45,11475674,27704469849.0,240481,ADANIENT
2023-06-20,EQ,2435.0,2435.0,2390.0,2401.4,2419.0,2414.8,2413.71,4190.0,1017.45,2479711,5985305541.7,94144,ADANIENT
2023-06-21,EQ,2426.7,2440.0,2393.1,2414.8,2425.0,2405.95,2403.11,4190.0,1017.45,7418013,17826295349.85,97423,ADANIENT
2023-06-22,EQ,2425.1,2449.95,2360.0,2405.95,2393.0,2397.25,2404.13,4190.0,1017.45,8459191,20336975554.45,126915,ADANIENT
2023-06-23,EQ,2392.3,2392.3,2163.3,2397.25,2229.0,2233.55,2245.65,4190.0,1017.45,15213238,34163587614.25,538949,ADANIENT
2023-06-26,EQ,2210.05,2336.45,2173.05,2233.55,2301.9,2295.6,2283.14,4190.0,1017.45,7847341,17916582963.75,282882,ADANIENT
2023-06-27,EQ,2328.95,2343.85,2271.0,2295.6,2283.9,2284.45,2305.44,4190.0,1017.45,3361053,7748710533.35,119408,ADANIENT
2023-06-28,EQ,2300.0,2418.6,2293.85,2284.45,2413.0,2402.0,2330.9,4190.0,1017.45,28353193,66088351633.8,319100,ADANIENT
2023-06-30,EQ,2437.95,2437.95,2350.0,2402.0,2390.0,2388.05,2390.92,4190.0,1017.45,5125497,12254672232.5,175623,ADANIENT
2023-07-03,EQ,2405.0,2417.85,2373.2,2388.05,2384.75,2385.5,2392.89,4190.0,1017.45,2662358,6370738865.55,89985,ADANIENT
2023-07-04,EQ,2397.0,2414.0,2373.05,2385.5,2388.0,2387.7,2395.02,4190.0,1017.45,2308684,5529352671.3,79061,ADANIENT
2023-07-05,EQ,2391.0,2412.05,2374.0,2387.7,2401.0,2399.15,2395.05,4190.0,1017.45,2198481,5265465615.7,64720,ADANIENT
2023-07-06,EQ,2399.15,2427.6,2390.0,2399.15,2397.05,2402.9,2406.35,4190.0,1017.45,2476366,5959009118.4,72164,ADANIENT
2023-07-07,EQ,2395.0,2409.95,2368.1,2402.9,2380.0,2379.6,2386.37,4190.0,1017.45,1823645,4351900440.1,63030,ADANIENT
2023-07-10,EQ,2392.8,2462.7,2355.0,2379.6,2411.8,2410.25,2411.32,4190.0,1017.45,3771285,9093765747.25,133840,ADANIENT
2023-07-11,EQ,2423.75,2444.95,2388.0,2410.25,2418.0,2422.9,2423.62,4190.0,1017.45,2247776,5447759736.2,89046,ADANIENT
2023-07-12,EQ,2429.9,2432.0,2380.45,2422.9,2390.0,2387.9,2400.74,4190.0,1017.45,1445282,3469752710.85,62902,ADANIENT
2023-07-13,EQ,2397.0,2405.7,2355.55,2387.9,2363.0,2362.05,2381.02,4190.0,1017.45,1247741,2970900602.65,54521,ADANIENT
2023-07-14,EQ,2375.0,2385.0,2340.0,2362.05,2382.0,2376.1,2363.27,4190.0,1017.45,1353535,3198765547.9,59601,ADANIENT
2023-07-17,EQ,2399.9,2459.5,2391.3,2376.1,2410.0,2408.55,2425.15,4190.0,1017.45,3090373,7494614124.4,126827,ADANIENT
2023-07-18,EQ,2415.0,2510.0,2405.2,2408.55,2416.0,2416.9,2446.49,4190.0,1017.45,5978272,14625779348.15,218769,ADANIENT
2023-07-19,EQ,2428.65,2443.0,2416.9,2416.9,2423.9,2423.75,2428.08,4190.0,1017.45,1637260,3975403534.9,66734,ADANIENT
2023-07-20,EQ,2428.95,2433.9,2400.0,2423.75,2419.95,2419.75,2419.72,4190.0,1017.45,1564275,3785103681.75,69720,ADANIENT
2023-07-21,EQ,2410.0,2457.85,2395.3,2419.75,2420.0,2416.3,2432.97,4190.0,1017.45,2280563,5548541704.8,86825,ADANIENT
2023-07-24,EQ,2430.0,2439.4,2412.05,2416.3,2416.0,2418.2,2424.7,4190.0,1017.45,1113193,2699158291.2,44300,ADANIENT
2023-07-25,EQ,2428.0,2479.0,2416.0,2418.2,2465.1,2466.65,2446.15,4190.0,1017.45,3017555,7381385331.5,93641,ADANIENT
2023-07-26,EQ,2472.45,2506.0,2446.0,2466.65,2468.0,2470.75,2479.6,4190.0,1017.45,4021773,9972407788.65,123641,ADANIENT
2023-07-27,EQ,2470.75,2485.0,2415.0,2470.75,2433.6,2428.4,2445.56,4190.0,1017.45,2243944,5487706284.7,79442,ADANIENT
2023-07-28,EQ,2437.0,2481.65,2431.1,2428.4,2459.0,2463.2,2461.29,4190.0,1017.45,2339800,5758932648.45,83380,ADANIENT
2023-07-31,EQ,2477.0,2518.0,2467.0,2463.2,2490.05,2492.2,2490.25,4190.0,1017.45,3359974,8367186317.05,95349,ADANIENT
2023-08-01,EQ,2504.85,2514.0,2455.25,2492.2,2481.9,2481.1,2480.87,4190.0,1017.45,1575727,3909177435.9,66292,ADANIENT
2023-08-02,EQ,2493.0,2514.0,2451.0,2481.1,2473.1,2473.55,2486.61,4190.0,1017.45,2506971,6233865419.4,92290,ADANIENT
2023-08-03,EQ,2469.9,2550.0,2462.0,2473.55,2535.0,2532.6,2516.19,4190.0,1017.45,4720470,11877602816.95,164423,ADANIENT
2023-08-04,EQ,2545.3,2557.9,2502.0,2532.6,2536.15,2541.8,2535.26,4190.0,1017.45,3294056,8351296255.9,91387,ADANIENT
2023-08-07,EQ,2550.95,2569.0,2516.4,2541.8,2552.0,2550.5,2545.71,4190.0,1017.45,4684333,11924966355.5,104084,ADANIENT
2023-08-08,EQ,2563.25,2563.25,2461.3,2550.5,2477.05,2474.55,2496.62,4190.0,1017.45,6127920,15299070980.1,165124,ADANIENT
2023-08-09,EQ,2488.35,2516.9,2472.0,2474.55,2506.0,2507.1,2500.07,4190.0,1017.45,5781400,14453893901.9,137283,ADANIENT
2023-08-10,EQ,2510.0,2577.5,2510.0,2507.1,2549.0,2552.4,2549.54,4190.0,1017.45,8140756,20755160585.65,186434,ADANIENT
2023-08-11,EQ,2550.05,2568.15,2518.2,2552.4,2538.0,2539.5,2552.42,4190.0,1017.45,7157372,18268636286.9,153795,ADANIENT
2023-08-14,EQ,2480.0,2484.95,2400.05,2539.5,2446.95,2456.0,2450.44,4190.0,1017.45,9786919,23982284091.8,250812,ADANIENT
2023-08-16,EQ,2450.0,2465.0,2420.0,2456.0,2442.0,2445.1,2450.99,4190.0,1017.45,7084828,17364807267.65,130359,ADANIENT
2023-08-17,EQ,2454.95,2487.2,2442.05,2445.1,2477.5,2479.7,2462.66,4190.0,1017.45,7769452,19133532962.0,134500,ADANIENT
2023-08-18,EQ,2477.5,2665.95,2461.3,2479.7,2570.95,2577.4,2562.98,4190.0,1017.45,14679923,37624390938.65,344747,ADANIENT
2023-08-21,EQ,2588.0,2655.0,2580.5,2577.4,2637.0,2639.75,2630.61,4190.0,1017.45,10479200,27566698929.2,216694,ADANIENT
2023-08-22,EQ,2668.85,2721.0,2654.1,2639.75,2694.9,2698.05,2696.4,4190.0,1017.45,10291468,27749870491.95,216090,ADANIENT
2023-08-23,EQ,2720.0,2722.4,2488.85,2698.05,2539.0,2530.3,2603.2,4190.0,1017.45,5251316,13670218778.7,189702,ADANIENT
2023-08-24,EQ,2580.0,2613.0,2531.1,2530.3,2542.2,2539.55,2574.82,4190.0,1017.45,4558367,11736977191.35,157473,ADANIENT
